timestamp,open,high,low,close,volume
2025-01-28 15:45:00,102967.63,103062.7,102706.75,103035.88,128.348138
2025-01-28 15:50:00,103035.88,103117.55,102756.75,102807.41,96.055602
2025-01-28 15:55:00,102807.41,102904.82,102501.0,102784.97,211.655785
2025-01-28 16:00:00,102784.97,102920.51,102562.0,102612.12,131.068974
2025-01-28 16:05:00,102612.12,102713.64,102357.4,102583.11,99.953786
2025-01-28 16:10:00,102583.11,102614.93,102249.88,102273.17,90.914959
2025-01-28 16:15:00,102273.17,102368.0,102066.87,102227.63,131.414118
2025-01-28 16:20:00,102227.63,102448.05,102127.17,102149.44,123.059206
2025-01-28 16:25:00,102149.44,102267.06,101908.55,102040.24,137.233094
2025-01-28 16:30:00,102040.24,102398.24,102018.62,102308.86,75.902158
2025-01-28 16:35:00,102308.86,102410.9,102167.23,102323.88,114.628872
2025-01-28 16:40:00,102323.88,102410.87,102135.14,102374.44,89.630882
2025-01-28 16:45:00,102374.44,102580.29,102365.79,102455.13,86.017741
2025-01-28 16:50:00,102455.13,102533.47,101971.1,102113.7,116.36649
2025-01-28 16:55:00,102113.7,102300.0,102082.19,102248.94,71.131965
2025-01-28 17:00:00,102248.94,102574.25,102212.27,102564.19,131.328643
2025-01-28 17:05:00,102564.19,102872.92,102563.53,102778.34,142.039929
2025-01-28 17:10:00,102778.34,103095.65,102770.35,103036.86,208.908041
2025-01-28 17:15:00,103036.86,103109.96,102800.4,102879.43,113.137635
2025-01-28 17:20:00,102879.43,102974.04,102758.61,102814.54,73.769376
2025-01-28 17:25:00,102814.54,102867.3,102728.82,102854.64,63.007103
2025-01-28 17:30:00,102854.64,102887.72,102672.18,102741.69,61.883172
2025-01-28 17:35:00,102741.69,102935.79,102666.65,102674.31,58.039281
2025-01-28 17:40:00,102674.31,102674.31,102341.16,102443.11,102.343723
2025-01-28 17:45:00,102443.11,102525.48,102342.72,102519.99,75.407487
2025-01-28 17:50:00,102519.99,102595.46,102432.77,102569.94,60.732839
2025-01-28 17:55:00,102569.94,102749.46,102564.42,102566.27,87.58994
2025-01-28 18:00:00,102566.27,102773.41,102484.6,102583.05,100.446858
2025-01-28 18:05:00,102583.05,102699.09,102380.6,102412.44,123.001561
2025-01-28 18:10:00,102412.44,103074.73,102375.05,103026.23,187.82602
2025-01-28 18:15:00,103026.23,103109.37,102857.02,102934.59,116.223266
2025-01-28 18:20:00,102934.59,102959.55,102777.7,102886.25,140.40294
2025-01-28 18:25:00,102886.25,102989.99,102814.49,102857.32,98.447459
2025-01-28 18:30:00,102857.32,102953.14,102806.14,102856.15,56.493986
2025-01-28 18:35:00,102856.15,102856.15,102649.88,102663.29,58.431568
2025-01-28 18:40:00,102663.29,102667.19,102463.37,102526.77,74.535377
2025-01-28 18:45:00,102526.77,102547.71,102315.29,102344.29,76.214547
2025-01-28 18:50:00,102344.29,102368.26,102232.43,102282.25,92.894264
2025-01-28 18:55:00,102282.25,102316.06,102150.0,102192.49,91.506865
2025-01-28 19:00:00,102192.49,102233.23,102037.78,102073.65,81.888278
2025-01-28 19:05:00,102073.65,102111.89,101875.0,101899.24,94.511063
2025-01-28 19:10:00,101899.24,102077.27,101803.29,102059.5,128.013865
2025-01-28 19:15:00,102059.5,102154.04,101967.14,102097.03,91.567556
2025-01-28 19:20:00,102097.03,102247.01,102048.26,102220.07,80.016752
2025-01-28 19:25:00,102220.07,102396.49,102091.12,102227.22,67.266427
2025-01-28 19:30:00,102227.22,102289.31,102111.73,102215.7,49.126867
2025-01-28 19:35:00,102215.7,102263.82,102033.04,102258.7,57.50849
2025-01-28 19:40:00,102258.7,102404.59,102252.63,102396.64,56.945272
2025-01-28 19:45:00,102396.64,102628.43,102396.64,102623.92,68.902459
2025-01-28 19:50:00,102623.92,102634.73,102496.03,102524.92,75.913983
2025-01-28 19:55:00,102524.92,102666.1,102424.24,102424.24,35.441289
2025-01-28 20:00:00,102424.24,102508.48,102292.42,102481.86,88.568173
2025-01-28 20:05:00,102481.86,102538.21,102337.54,102343.6,62.99722
2025-01-28 20:10:00,102343.6,102399.99,102322.14,102385.86,33.154038
