timestamp,open,high,low,close,volume
2025-01-22 00:00:00,106152.63,106326.07,105794.18,105950.38,1446.524869
2025-01-22 01:00:00,105950.38,106400.0,105457.27,105804.43,1221.420521
2025-01-22 02:00:00,105804.43,106194.91,105550.7,105595.71,1027.799006
2025-01-22 03:00:00,105595.71,105914.91,105595.71,105612.54,608.096369
2025-01-22 04:00:00,105612.54,105816.04,105284.01,105570.55,728.722549
2025-01-22 05:00:00,105570.55,105856.86,105447.58,105693.97,936.425806
2025-01-22 06:00:00,105693.97,105959.54,105196.0,105388.33,1078.4089
2025-01-22 07:00:00,105388.33,105672.22,105048.71,105082.51,1032.396915
2025-01-22 08:00:00,105082.51,105359.29,104690.0,105277.59,1433.427633
2025-01-22 09:00:00,105277.59,105280.74,104913.81,105006.14,748.755698
2025-01-22 10:00:00,105006.14,105160.61,104643.48,105123.12,796.980116
2025-01-22 11:00:00,105123.12,105463.89,104761.9,105129.05,996.653456
2025-01-22 12:00:00,105129.05,105593.68,105070.53,105273.65,897.010276
2025-01-22 13:00:00,105273.65,105361.74,103822.0,104087.55,1541.107432
2025-01-22 14:00:00,104087.55,104940.66,103646.0,104403.68,2163.809003
2025-01-22 15:00:00,104403.68,105161.25,103971.75,104188.99,1702.836717
2025-01-22 16:00:00,104188.99,104241.7,103682.28,103917.58,484.740749
